Measurement	Container 	Treatment	Species	Specimen	Stage	Activity level	Zooid length (mm)	Number of zooids	Colony volume (ml)	Date	Experiment	Time point (min)	Sensor ID	Injection time	Start time	O2 (mg/L)	Temperature (°C)	Container volume (ml)	Organism notes	Measurement notes	In-jar velocity (m/s)	Relevant control
969	Plastic	Anesthetized	Metcalfina hexagona	D39-Mhex-B-1	Blastozooid	Anesthetized	28	16	22	9/14/2022	23	127	P6	20:32	20:39	5.55	26.4	980	Poop		NA	976
970	Plastic	Anesthetized	Metcalfina hexagona	D39-Mhex-B-1	Blastozooid	Anesthetized	28	16	22	9/14/2022	23	150	P6	20:32	20:39	5.52	26.4	980	Poop		NA	977
971	Plastic	Anesthetized	Metcalfina hexagona	D39-Mhex-B-1	Blastozooid	Anesthetized	28	16	22	9/14/2022	23	240	P6	20:32	20:39	5.5	25.7	980	Poop		NA	978
972	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	0	P7	20:30	20:39	6.24	26.5	980	Control local seawater		NA	NA
973	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	30	P7	20:30	20:39	6.26	26.3	980	Control local seawater		NA	NA
974	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	62	P7	20:30	20:39	6.27	26.3	980	Control local seawater		NA	NA
975	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	94	P7	20:30	20:39	6.3	26.3	980	Control local seawater		NA	NA
976	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	127	P7	20:30	20:39	6.34	26.4	980	Control local seawater		NA	NA
977	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	150	P7	20:30	20:39	6.33	26.4	980	Control local seawater		NA	NA
978	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	240	P7	20:30	20:39	6.43	25.7	980	Control local seawater		NA	NA
979	Plastic	Intact	Iasis (Weelia) cylindrica	D41-Icyl-B-1	Blastozooid	Active	10	10	1.5	9/15/2022	24	0	P1	NA	20:15	6.02	26.8	208		Paired	NA	993
980	Plastic	Intact	Iasis (Weelia) cylindrica	D41-Icyl-B-1	Blastozooid	Active	10	10	1.5	9/15/2022	24	60	P1	NA	20:15	5.88	26.6	208		Paired	NA	994
981	Plastic	Intact	Iasis (Weelia) cylindrica	D41-Icyl-B-1	Blastozooid	Active	10	10	1.5	9/15/2022	24	105	P1	NA	20:15	5.74	26.7	208		Paired	NA	995
982	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D41-Icyl-B-1	Blastozooid	Active	10	10	1.5	9/15/2022	24	155	P1	22:05	20:15	5.77	26.5	208		Paired	NA	996
983	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D41-Icyl-B-1	Blastozooid	Active	10	10	1.5	9/15/2022	24	190	P1	22:05	20:15	5.7	26.3	208		Paired	NA	997
984	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D41-Icyl-B-1	Blastozooid	Active	10	10	1.5	9/15/2022	24	240	P1	22:05	20:15	5.64	26.4	208		Paired	NA	998
985	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D41-Icyl-B-1	Blastozooid	Active	10	10	1.5	9/15/2022	24	270	P1	22:05	20:15	5.6	26.4	208		Paired	NA	999
986	Plastic	Anesthetized	Brooksia rostrata	D41-Bros-B-1	Blastozooid	Anesthetized	11	37		9/15/2022	24	0	P2	20:12	20:15	6.05	26.8	208	Colony volume not recorded		NA	993
987	Plastic	Anesthetized	Brooksia rostrata	D41-Bros-B-1	Blastozooid	Anesthetized	11	37		9/15/2022	24	60	P2	20:12	20:15	6.09	26.6	208	Colony volume not recorded		NA	994
988	Plastic	Anesthetized	Brooksia rostrata	D41-Bros-B-1	Blastozooid	Anesthetized	11	37		9/15/2022	24	105	P2	20:12	20:15	6.04	26.7	208	Colony volume not recorded		NA	995
989	Plastic	Anesthetized	Brooksia rostrata	D41-Bros-B-1	Blastozooid	Anesthetized	11	37		9/15/2022	24	155	P2	20:12	20:15	6.04	26.5	208	Colony volume not recorded		NA	996
990	Plastic	Anesthetized	Brooksia rostrata	D41-Bros-B-1	Blastozooid	Anesthetized	11	37		9/15/2022	24	190	P2	20:12	20:15	6.05	26.3	208	Colony volume not recorded		NA	997
991	Plastic	Anesthetized	Brooksia rostrata	D41-Bros-B-1	Blastozooid	Anesthetized	11	37		9/15/2022	24	240	P2	20:12	20:15	5.99	26.4	208	Colony volume not recorded		NA	998
992	Plastic	Anesthetized	Brooksia rostrata	D41-Bros-B-1	Blastozooid	Anesthetized	11	37		9/15/2022	24	270	P2	20:12	20:15	5.88	26.4	208	Colony volume not recorded		NA	999
993	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	0	P3 control	NA	20:16	6.27	26.8	72	Control local seawater		NA	NA
994	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	60	P3 control	NA	20:16	6.33	26.6	72	Control local seawater		NA	NA
995	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	105	P3 control	NA	20:16	6.33	26.7	72	Control local seawater		NA	NA
996	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	155	P3 control	NA	20:16	6.32	26.5	72	Control local seawater		NA	NA
997	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	190	P3 control	NA	20:16	6.31	26.3	72	Control local seawater		NA	NA
998	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	240	P3 control	NA	20:16	6.3	26.4	72	Control local seawater		NA	NA
999	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	270	P3 control	NA	20:16	6.3	26.4	72	Control local seawater		NA	NA
1000	Plastic	Intact	Cyclosalpa quadriluminis	D41-Cqua-B-1	Blastozooid	Moderate	17	11	5.5	9/15/2022	24	0	P4	NA	20:17	5.86	26.8	208	Two zooids broke off		NA	993
1001	Plastic	Intact	Cyclosalpa quadriluminis	D41-Cqua-B-1	Blastozooid	Moderate	17	11	5.5	9/15/2022	24	60	P4	NA	20:17	5.46	26.6	208	Two zooids broke off		NA	994
1002	Plastic	Intact	Cyclosalpa quadriluminis	D41-Cqua-B-1	Blastozooid	Moderate	17	11	5.5	9/15/2022	24	105	P4	NA	20:17	5.19	26.7	208	Two zooids broke off		NA	995
1003	Plastic	Intact	Cyclosalpa quadriluminis	D41-Cqua-B-1	Blastozooid	Moderate	17	11	5.5	9/15/2022	24	155	P4	NA	20:17	4.95	26.5	208	Two zooids broke off		NA	996
1004	Plastic	Intact	Cyclosalpa quadriluminis	D41-Cqua-B-1	Blastozooid	Moderate	17	11	5.5	9/15/2022	24	190	P4	NA	20:17	4.8	26.3	208	Two zooids broke off		NA	997
1005	Plastic	Intact	Cyclosalpa quadriluminis	D41-Cqua-B-1	Blastozooid	Moderate	17	11	5.5	9/15/2022	24	240	P4	NA	20:17	4.55	26.4	208	Two zooids broke off		NA	998
1006	Plastic	Intact	Cyclosalpa quadriluminis	D41-Cqua-B-1	Blastozooid	Moderate	17	11	5.5	9/15/2022	24	270	P4	NA	20:17	4.4	26.4	208	Two zooids broke off		NA	999
1007	Plastic	NA	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	0	P5	NA	NA	NA	26.8	208	Never opened underwater, not valid	Not valid	NA	NA
1008	Plastic	NA	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	60	P5	NA	NA	NA	26.6	208	Never opened underwater, not valid	Not valid	NA	NA
1009	Plastic	NA	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	105	P5	NA	NA	NA	26.7	208	Never opened underwater, not valid	Not valid	NA	NA
1010	Plastic	NA	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	155	P5	NA	NA	NA	26.5	208	Never opened underwater, not valid	Not valid	NA	NA
1011	Plastic	NA	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	190	P5	NA	NA	NA	26.3	208	Never opened underwater, not valid	Not valid	NA	NA
1012	Plastic	NA	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	240	P5	NA	NA	NA	26.4	208	Never opened underwater, not valid	Not valid	NA	NA
1013	Plastic	NA	NA	NA	NA	NA	NA	NA	NA	9/15/2022	24	270	P5	NA	NA	NA	26.4	208	Never opened underwater, not valid	Not valid	NA	NA
1014	Plastic	Anesthetized	Salpa maxima	D41-Smax-B-1	Blastozooid	Anesthetized	65	3	17	9/15/2022	24	0	P6	20:14	20:19	6	26.8	980	Tiny bubble, amphipods		NA	993
1015	Plastic	Anesthetized	Salpa maxima	D41-Smax-B-1	Blastozooid	Anesthetized	65	3	17	9/15/2022	24	60	P6	20:14	20:19	5.79	26.6	980	Tiny bubble, amphipods		NA	994
1016	Plastic	Anesthetized	Salpa maxima	D41-Smax-B-1	Blastozooid	Anesthetized	65	3	17	9/15/2022	24	105	P6	20:14	20:19	5.6	26.7	980	Tiny bubble, amphipods		NA	995
1017	Plastic	Anesthetized	Salpa maxima	D41-Smax-B-1	Blastozooid	Anesthetized	65	3	17	9/15/2022	24	155	P6	20:14	20:19	5.52	26.5	980	Tiny bubble, amphipods		NA	996
1018	Plastic	Anesthetized	Salpa maxima	D41-Smax-B-1	Blastozooid	Anesthetized	65	3	17	9/15/2022	24	190	P6	20:14	20:19	5.5	26.3	980	Tiny bubble, amphipods		NA	997
1019	Plastic	Anesthetized	Salpa maxima	D41-Smax-B-1	Blastozooid	Anesthetized	65	3	17	9/15/2022	24	240	P6	20:14	20:19	5.33	26.4	980	Tiny bubble, amphipods		NA	998
1020	Plastic	Anesthetized	Salpa maxima	D41-Smax-B-1	Blastozooid	Anesthetized	65	3	17	9/15/2022	24	270	P6	20:14	20:19	5.22	26.4	980	Tiny bubble, amphipods		NA	999
1021	Plastic	Intact	Salpa maxima	D41-Smax-B-2	Blastozooid	Moderate	110	1	20	9/15/2022	24	0	P7	NA	20:20	5.99	26.8	980	Tiny bubble		NA	993
1022	Plastic	Intact	Salpa maxima	D41-Smax-B-2	Blastozooid	Moderate	110	1	20	9/15/2022	24	60	P7	NA	20:20	5.6	26.6	980	Tiny bubble		NA	994
1023	Plastic	Intact	Salpa maxima	D41-Smax-B-2	Blastozooid	Moderate	110	1	20	9/15/2022	24	105	P7	NA	20:20	5.31	26.7	980	Tiny bubble		NA	995
1024	Plastic	Intact	Salpa maxima	D41-Smax-B-2	Blastozooid	Moderate	110	1	20	9/15/2022	24	155	P7	NA	20:20	5.04	26.5	980	Tiny bubble		NA	996
1025	Plastic	Intact	Salpa maxima	D41-Smax-B-2	Blastozooid	Moderate	110	1	20	9/15/2022	24	190	P7	NA	20:20	4.87	26.3	980	Tiny bubble		NA	997
1026	Plastic	Intact	Salpa maxima	D41-Smax-B-2	Blastozooid	Moderate	110	1	20	9/15/2022	24	240	P7	NA	20:20	4.58	26.4	980	Tiny bubble		NA	998
1027	Plastic	Intact	Salpa maxima	D41-Smax-B-2	Blastozooid	Moderate	110	1	20	9/15/2022	24	270	P7	NA	20:20	4.4	26.4	980	Tiny bubble		NA	999
1028	Plastic	Anesthetized	Cyclosalpa quadriluminis	D42-Cqua-B-1	Blastozooid	Anesthetized	28	5	28	9/16/2022	25	0	P1	18:27	18:41	5.67	26.5	208	Disagregated zooids	From bluewater dive	NA	1040
1029	Plastic	Anesthetized	Cyclosalpa quadriluminis	D42-Cqua-B-1	Blastozooid	Anesthetized	28	5	28	9/16/2022	25	115	P1	18:27	18:41	5.41	26.1	208	Disagregated zooids	From bluewater dive	NA	1041
1030	Plastic	Anesthetized	Cyclosalpa quadriluminis	D42-Cqua-B-1	Blastozooid	Anesthetized	28	5	28	9/16/2022	25	150	P1	18:27	18:41	5.22	25.7	208	Disagregated zooids	From bluewater dive	NA	1042
1031	Plastic	Anesthetized	Cyclosalpa quadriluminis	D42-Cqua-B-1	Blastozooid	Anesthetized	28	5	28	9/16/2022	25	318	P1	18:27	18:41	4.18	25.6	208	Disagregated zooids	From bluewater dive	NA	1043
1032	Plastic	Anesthetized	Cyclosalpa quadriluminis	D42-Cqua-B-1	Blastozooid	Anesthetized	28	5	28	9/16/2022	25	348	P1	18:27	18:41	3.97	25.7	208	Disagregated zooids	From bluewater dive	NA	1044
1033	Plastic	Anesthetized	Cyclosalpa quadriluminis	D42-Cqua-B-1	Blastozooid	Anesthetized	28	5	28	9/16/2022	25	424	P1	18:27	18:41	3.56	25.5	208	Disagregated zooids	From bluewater dive	NA	1045
1034	Plastic	Intact	Thalia sp.	D42-Tlon-B-1	Blastozooid	Low	9	7	0.8	9/16/2022	25	0	P2	NA	18:41	6.13	26.5	208		From bluewater dive	NA	1040
1035	Plastic	Intact	Thalia sp.	D42-Tlon-B-1	Blastozooid	Low	9	7	0.8	9/16/2022	25	115	P2	NA	18:41	6.08	26.1	208		From bluewater dive	NA	1041
1036	Plastic	Intact	Thalia sp.	D42-Tlon-B-1	Blastozooid	Low	9	7	0.8	9/16/2022	25	150	P2	NA	18:41	6.16	25.7	208		From bluewater dive	NA	1042
1037	Plastic	Intact	Thalia sp.	D42-Tlon-B-1	Blastozooid	Low	9	7	0.8	9/16/2022	25	318	P2	NA	18:41	6.09	25.6	208		From bluewater dive	NA	1043
1038	Plastic	Intact	Thalia sp.	D42-Tlon-B-1	Blastozooid	Low	9	7	0.8	9/16/2022	25	348	P2	NA	18:41	6.05	25.7	208		From bluewater dive	NA	1044
1039	Plastic	Intact	Thalia sp.	D42-Tlon-B-1	Blastozooid	Low	9	7	0.8	9/16/2022	25	424	P2	NA	18:41	6.03	25.5	208		From bluewater dive	NA	1045
1040	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/16/2022	25	0	P3 control	NA	18:41	6.35	26.5	72	Control local seawater	From bluewater dive, Re-sealed aboard in a bucket with surface water	NA	NA
1041	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/16/2022	25	115	P3 control	NA	18:41	6.17	26.1	72	Control local seawater	From bluewater dive, Re-sealed aboard in a bucket with surface water	NA	NA
1042	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/16/2022	25	150	P3 control	NA	18:41	6.28	25.7	72	Control local seawater	From bluewater dive, Re-sealed aboard in a bucket with surface water	NA	NA
1043	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/16/2022	25	318	P3 control	NA	18:41	6.14	25.6	72	Control local seawater	From bluewater dive, Re-sealed aboard in a bucket with surface water	NA	NA
1044	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/16/2022	25	348	P3 control	NA	18:41	6.09	25.7	72	Control local seawater	From bluewater dive, Re-sealed aboard in a bucket with surface water	NA	NA
1045	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/16/2022	25	424	P3 control	NA	18:41	6.01	25.5	72	Control local seawater	From bluewater dive, Re-sealed aboard in a bucket with surface water	NA	NA
1046	Plastic	Intact	Helicosalpa virgula	D43-Hvir-B-1	Blastozooid	Moderate	12	68	13	9/16/2022	26	0	P7	NA	20:22	6.32	25.7	980		From blackwater dive, no control -- paired with closest times from the bluewater control of the same day	NA	1040
1047	Plastic	Intact	Helicosalpa virgula	D43-Hvir-B-1	Blastozooid	Moderate	12	68	13	9/16/2022	26	38	P7	NA	20:22	6.27	25.2	980		From blackwater dive, no control -- paired with closest times from the bluewater control of the same day	NA	1040
1048	Plastic	Intact	Helicosalpa virgula	D43-Hvir-B-1	Blastozooid	Moderate	12	68	13	9/16/2022	26	206	P7	NA	20:22	5.62	25.7	980		From blackwater dive, no control -- paired with closest times from the bluewater control of the same day	NA	1042
1049	Plastic	Intact	Helicosalpa virgula	D43-Hvir-B-1	Blastozooid	Moderate	12	68	13	9/16/2022	26	236	P7	NA	20:22	5.53	25.7	980		From blackwater dive, no control -- paired with closest times from the bluewater control of the same day	NA	1042
1050	Plastic	Intact	Helicosalpa virgula	D43-Hvir-B-1	Blastozooid	Moderate	12	68	13	9/16/2022	26	312	P7	NA	20:22	5.34	25.5	980		From blackwater dive, no control -- paired with closest times from the bluewater control of the same day	NA	1043
